8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8219.0,92.0,0.0,0.0
8219.0,92.0,0.0,0.0
8219.0,92.0,0.0,0.0
8207.0,104.0,0.0,0.0
8196.0,115.0,0.0,0.0
8195.0,34.0,76.0,6.0
8195.0,33.0,78.0,5.0
8192.0,36.0,78.0,5.0
8185.0,43.0,78.0,5.0
8185.0,43.0,78.0,5.0
8169.0,59.0,78.0,5.0
8169.0,59.0,78.0,5.0
8169.0,59.0,78.0,5.0
8169.0,59.0,78.0,5.0
8163.0,57.0,86.0,5.0
8163.0,56.0,87.0,5.0
8151.0,68.0,87.0,5.0
8151.0,56.0,99.0,5.0
8147.0,49.0,108.0,7.0
8147.0,48.0,109.0,7.0
8136.0,59.0,109.0,7.0
8136.0,56.0,111.0,8.0
8135.0,50.0,117.0,9.0
8135.0,50.0,117.0,9.0
8123.0,46.0,131.0,11.0
8123.0,46.0,131.0,11.0
8109.0,60.0,131.0,11.0
8109.0,60.0,131.0,11.0
8109.0,54.0,137.0,11.0
8097.0,66.0,137.0,11.0
8061.0,91.0,147.0,12.0
8045.0,106.0,148.0,12.0
8041.0,106.0,152.0,12.0
8041.0,106.0,152.0,12.0
8041.0,95.0,162.0,13.0
8038.0,98.0,162.0,13.0
8007.0,128.0,163.0,13.0
8007.0,128.0,163.0,13.0
7969.0,154.0,173.0,15.0
7969.0,154.0,173.0,15.0
7947.0,162.0,187.0,15.0
7908.0,201.0,187.0,15.0
7882.0,227.0,187.0,15.0
7882.0,215.0,198.0,16.0
7844.0,217.0,231.0,19.0
7844.0,202.0,246.0,19.0
7827.0,215.0,250.0,19.0
7827.0,214.0,251.0,19.0
7827.0,214.0,251.0,19.0
7827.0,211.0,254.0,19.0
7728.0,279.0,284.0,20.0
7715.0,292.0,284.0,20.0
7715.0,254.0,321.0,21.0
7715.0,254.0,321.0,21.0
7706.0,242.0,342.0,21.0
7678.0,231.0,379.0,23.0
7678.0,204.0,402.0,27.0
7678.0,204.0,402.0,27.0
7638.0,206.0,435.0,32.0
7638.0,206.0,435.0,32.0
7601.0,226.0,455.0,29.0
7601.0,226.0,455.0,29.0
7519.0,308.0,454.0,30.0
7519.0,308.0,454.0,30.0
7519.0,210.0,535.0,47.0
7518.0,197.0,548.0,48.0
7518.0,197.0,548.0,48.0
7518.0,197.0,548.0,48.0
7502.0,204.0,555.0,50.0
7502.0,177.0,579.0,53.0
7413.0,265.0,579.0,54.0
7411.0,267.0,579.0,54.0
7376.0,262.0,618.0,55.0
7376.0,262.0,618.0,55.0
7362.0,239.0,654.0,56.0
7310.0,291.0,653.0,57.0
7310.0,209.0,733.0,59.0
7310.0,209.0,733.0,59.0
7310.0,209.0,733.0,59.0
7310.0,208.0,734.0,59.0
7217.0,301.0,736.0,57.0
7161.0,357.0,735.0,58.0
7105.0,397.0,749.0,60.0
7105.0,397.0,749.0,60.0
7105.0,308.0,828.0,70.0
7105.0,306.0,830.0,70.0
7058.0,318.0,862.0,73.0
7058.0,318.0,862.0,73.0
7040.0,322.0,875.0,74.0
7039.0,271.0,924.0,77.0
6969.0,341.0,925.0,76.0
6969.0,341.0,925.0,76.0
6924.0,386.0,925.0,76.0
6924.0,386.0,925.0,76.0
6892.0,326.0,1012.0,81.0
6889.0,272.0,1063.0,87.0
6889.0,219.0,1110.0,93.0
6889.0,216.0,1113.0,93.0
6857.0,248.0,1112.0,94.0
6857.0,248.0,1112.0,94.0
6828.0,230.0,1158.0,95.0
6828.0,230.0,1158.0,95.0
6814.0,226.0,1174.0,97.0
6814.0,225.0,1175.0,97.0
6814.0,156.0,1240.0,101.0
6814.0,155.0,1241.0,101.0
6814.0,111.0,1284.0,102.0
6808.0,116.0,1286.0,101.0
6808.0,84.0,1315.0,104.0
6795.0,94.0,1320.0,102.0
6748.0,142.0,1319.0,102.0
6748.0,141.0,1320.0,102.0
6744.0,113.0,1352.0,102.0
6736.0,121.0,1351.0,103.0
6736.0,92.0,1376.0,107.0
6736.0,92.0,1376.0,107.0
6726.0,88.0,1389.0,108.0
6726.0,88.0,1389.0,108.0
6725.0,89.0,1389.0,108.0
6725.0,89.0,1389.0,108.0
6709.0,105.0,1389.0,108.0
6709.0,99.0,1395.0,108.0
6709.0,99.0,1395.0,108.0
6709.0,86.0,1408.0,108.0
6709.0,40.0,1449.0,113.0
6707.0,41.0,1450.0,113.0
6696.0,48.0,1454.0,113.0
6696.0,40.0,1462.0,113.0
6686.0,50.0,1462.0,113.0
6686.0,50.0,1462.0,113.0
6670.0,56.0,1472.0,113.0
6670.0,56.0,1472.0,113.0
6670.0,55.0,1472.0,114.0
6665.0,60.0,1472.0,114.0
6657.0,52.0,1486.0,116.0
6657.0,52.0,1486.0,116.0
6657.0,52.0,1486.0,116.0
6657.0,52.0,1486.0,116.0
6657.0,52.0,1486.0,116.0
6657.0,50.0,1488.0,116.0
6649.0,47.0,1499.0,116.0
6649.0,47.0,1499.0,116.0
6649.0,37.0,1509.0,116.0
6644.0,42.0,1509.0,116.0
6642.0,28.0,1524.0,117.0
6642.0,28.0,1524.0,117.0
6637.0,33.0,1524.0,117.0
6637.0,28.0,1529.0,117.0
6637.0,20.0,1537.0,117.0
6637.0,20.0,1537.0,117.0
6628.0,29.0,1536.0,118.0
6628.0,29.0,1536.0,118.0
6626.0,31.0,1536.0,118.0
6626.0,31.0,1536.0,118.0
6626.0,23.0,1542.0,120.0
6626.0,23.0,1542.0,120.0
6626.0,23.0,1542.0,120.0
6626.0,18.0,1547.0,120.0
6625.0,17.0,1549.0,120.0
6622.0,20.0,1550.0,119.0
6616.0,21.0,1554.0,120.0
6616.0,21.0,1554.0,120.0
6616.0,21.0,1554.0,120.0
6616.0,21.0,1554.0,120.0
6616.0,12.0,1563.0,120.0
6616.0,12.0,1563.0,120.0
6616.0,10.0,1565.0,120.0
6616.0,10.0,1565.0,120.0
6616.0,10.0,1565.0,120.0
6616.0,10.0,1565.0,120.0
6609.0,17.0,1565.0,120.0
6609.0,17.0,1565.0,120.0
6606.0,19.0,1566.0,120.0
6606.0,16.0,1569.0,120.0
6605.0,11.0,1573.0,122.0
6605.0,11.0,1573.0,122.0
6605.0,11.0,1573.0,122.0
6604.0,12.0,1573.0,122.0
6604.0,12.0,1573.0,122.0
6604.0,12.0,1573.0,122.0
6601.0,15.0,1573.0,122.0
6601.0,15.0,1573.0,122.0
6601.0,15.0,1573.0,122.0
6601.0,15.0,1573.0,122.0
6601.0,9.0,1579.0,122.0
6601.0,8.0,1580.0,122.0
6600.0,6.0,1583.0,122.0
6600.0,6.0,1583.0,122.0
6600.0,5.0,1584.0,122.0
6600.0,5.0,1584.0,122.0
6600.0,5.0,1584.0,122.0
6600.0,4.0,1584.0,123.0
6600.0,4.0,1584.0,123.0
6600.0,4.0,1584.0,123.0
6598.0,3.0,1586.0,124.0
6598.0,3.0,1586.0,124.0
6598.0,3.0,1586.0,124.0
6598.0,3.0,1586.0,124.0
6598.0,3.0,1586.0,124.0
6598.0,3.0,1586.0,124.0
6598.0,2.0,1587.0,124.0
6598.0,2.0,1587.0,124.0
6598.0,2.0,1587.0,124.0
6598.0,2.0,1587.0,124.0
6598.0,2.0,1587.0,124.0
6598.0,2.0,1587.0,124.0
6597.0,3.0,1587.0,124.0
6597.0,3.0,1587.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6597.0,1.0,1589.0,124.0
6596.0,1.0,1590.0,124.0
6596.0,1.0,1590.0,124.0
6596.0,1.0,1590.0,124.0
6596.0,1.0,1590.0,124.0
6594.0,3.0,1590.0,124.0
6594.0,3.0,1590.0,124.0
6594.0,3.0,1590.0,124.0
6594.0,3.0,1590.0,124.0
6593.0,4.0,1590.0,124.0
6593.0,4.0,1590.0,124.0
6593.0,4.0,1590.0,124.0
6593.0,4.0,1590.0,124.0
6593.0,4.0,1590.0,124.0
6593.0,4.0,1590.0,124.0
6593.0,3.0,1591.0,124.0
6593.0,3.0,1591.0,124.0
6593.0,3.0,1591.0,124.0
6593.0,3.0,1591.0,124.0
6593.0,1.0,1592.0,125.0
6593.0,1.0,1592.0,125.0
6593.0,1.0,1592.0,125.0
6593.0,1.0,1592.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
6593.0,0.0,1593.0,125.0
